Output format is csv.
o_orderkey,o_orderpriority
4197575,4-NOT SPECIFIED
4197600,4-NOT SPECIFIED
4197604,2-HIGH
4197605,4-NOT SPECIFIED
4197632,5-LOW
4197634,2-HIGH
4197636,2-HIGH
4197637,1-URGENT
4197638,1-URGENT
4197639,1-URGENT
4197665,1-URGENT
4197666,1-URGENT
4197669,4-NOT SPECIFIED
4197670,4-NOT SPECIFIED
4197671,1-URGENT
4197696,1-URGENT
4197697,2-HIGH
4197699,3-MEDIUM
4197700,3-MEDIUM
4197701,3-MEDIUM
4197702,2-HIGH
4197703,1-URGENT
4197729,2-HIGH
4197735,3-MEDIUM
4197760,2-HIGH
4197761,5-LOW
4197762,1-URGENT
4197763,1-URGENT
4197764,2-HIGH
4197766,3-MEDIUM
4197792,1-URGENT
4197793,4-NOT SPECIFIED
4197794,1-URGENT
4197795,5-LOW
4197796,1-URGENT
4197825,2-HIGH
4197826,1-URGENT
4197829,2-HIGH
4197857,1-URGENT
4197858,2-HIGH
4197860,3-MEDIUM
4197861,5-LOW
4197863,3-MEDIUM
4197889,1-URGENT
4197890,2-HIGH
4197891,4-NOT SPECIFIED
4197892,5-LOW
4197921,4-NOT SPECIFIED
4197924,2-HIGH
4197925,3-MEDIUM
4197926,1-URGENT
4197927,1-URGENT
4197955,1-URGENT
4197959,1-URGENT
4197984,2-HIGH
4197985,1-URGENT
4197986,1-URGENT
4197987,2-HIGH
4197988,1-URGENT
4197989,1-URGENT
4197990,2-HIGH
4198018,1-URGENT
4198023,1-URGENT
4198052,1-URGENT
4198053,1-URGENT
4198054,2-HIGH
4198055,1-URGENT
4198081,1-URGENT
4198082,2-HIGH
4198083,5-LOW
4198084,1-URGENT
4198086,3-MEDIUM
4198087,1-URGENT
4198113,5-LOW
4198114,2-HIGH
4198116,1-URGENT
4198145,1-URGENT
4198148,1-URGENT
4198149,5-LOW
4198177,1-URGENT
4198180,4-NOT SPECIFIED
4198182,4-NOT SPECIFIED
4198183,2-HIGH
4198208,4-NOT SPECIFIED
4198209,5-LOW
4198210,3-MEDIUM
4198211,5-LOW
4198212,2-HIGH
4198214,5-LOW
4198240,4-NOT SPECIFIED
4198242,2-HIGH
4198245,1-URGENT
4198246,1-URGENT
4198272,3-MEDIUM
4198274,2-HIGH
4198277,3-MEDIUM
4198278,5-LOW
4198304,4-NOT SPECIFIED
4198305,1-URGENT
4198306,4-NOT SPECIFIED
4198307,3-MEDIUM
4198309,2-HIGH
4198310,3-MEDIUM
4198338,5-LOW
4198339,1-URGENT
4198342,2-HIGH
4198370,1-URGENT
4198372,3-MEDIUM
4198373,1-URGENT
4198374,1-URGENT
4198400,1-URGENT
4198403,1-URGENT
4198404,4-NOT SPECIFIED
4198407,2-HIGH
4198432,5-LOW
4198433,1-URGENT
4198434,4-NOT SPECIFIED
4198435,5-LOW
4198436,2-HIGH
4198439,1-URGENT
4198464,1-URGENT
4198466,1-URGENT
4198468,4-NOT SPECIFIED
4198471,4-NOT SPECIFIED
4198496,3-MEDIUM
4198497,2-HIGH
4198498,1-URGENT
4198499,1-URGENT
4198500,5-LOW
4198502,1-URGENT
4198503,2-HIGH
4198529,1-URGENT
4198530,2-HIGH
4198533,2-HIGH
4198560,5-LOW
4198561,3-MEDIUM
4198563,2-HIGH
4198565,2-HIGH
4198566,4-NOT SPECIFIED
4198593,2-HIGH
4198595,2-HIGH
4198599,5-LOW
4198626,1-URGENT
4198627,4-NOT SPECIFIED
4198628,5-LOW
4198630,3-MEDIUM
4198631,4-NOT SPECIFIED
4198657,1-URGENT
4198658,1-URGENT
4198659,5-LOW
4198660,1-URGENT
4198661,3-MEDIUM
4198662,5-LOW
4198663,1-URGENT
4198689,1-URGENT
4198691,3-MEDIUM
4198692,3-MEDIUM
4198693,1-URGENT
4198694,3-MEDIUM
4198695,3-MEDIUM
4198721,1-URGENT
4198722,3-MEDIUM
4198723,2-HIGH
4198725,3-MEDIUM
4198727,5-LOW
4198752,4-NOT SPECIFIED
4198754,5-LOW
4198755,5-LOW
4198756,3-MEDIUM
4198757,1-URGENT
4198758,3-MEDIUM
4198787,3-MEDIUM
4198789,1-URGENT
4198791,1-URGENT
4198816,5-LOW
4198817,2-HIGH
4198819,4-NOT SPECIFIED
4198821,2-HIGH
4198822,2-HIGH
4198848,1-URGENT
4198850,5-LOW
4198851,1-URGENT
4198852,1-URGENT
4198853,1-URGENT
4198854,1-URGENT
4198855,3-MEDIUM
4198880,5-LOW
4198881,4-NOT SPECIFIED
4198884,1-URGENT
4198885,1-URGENT
4198887,2-HIGH
4198912,1-URGENT
4198913,5-LOW
4198919,2-HIGH
4198944,1-URGENT
4198945,5-LOW
4198946,3-MEDIUM
4198947,3-MEDIUM
4198949,4-NOT SPECIFIED
4198979,3-MEDIUM
4198982,3-MEDIUM
4198983,3-MEDIUM
4199010,1-URGENT
4199014,1-URGENT
4199041,1-URGENT
4199044,1-URGENT
4199045,5-LOW
4199046,2-HIGH
4199047,1-URGENT
4199072,4-NOT SPECIFIED
4199073,5-LOW
4199074,1-URGENT
4199075,2-HIGH
4199105,5-LOW
4199107,1-URGENT
4199110,5-LOW
4199137,3-MEDIUM
4199138,4-NOT SPECIFIED
4199139,1-URGENT
4199140,1-URGENT
4199141,5-LOW
4199142,3-MEDIUM
4199143,1-URGENT
4199168,5-LOW
4199169,2-HIGH
4199170,1-URGENT
4199171,2-HIGH
4199172,1-URGENT
4199200,3-MEDIUM
4199202,1-URGENT
4199203,1-URGENT
4199204,5-LOW
4199205,4-NOT SPECIFIED
4199206,3-MEDIUM
4199233,3-MEDIUM
4199236,1-URGENT
4199238,4-NOT SPECIFIED
4199239,2-HIGH
4199264,3-MEDIUM
4199265,3-MEDIUM
4199270,5-LOW
4199271,3-MEDIUM
4199296,2-HIGH
4199297,5-LOW
4199298,3-MEDIUM
4199299,4-NOT SPECIFIED
4199301,4-NOT SPECIFIED
4199303,5-LOW
4199331,5-LOW
4199332,5-LOW
4199334,4-NOT SPECIFIED
4199335,1-URGENT
4199360,2-HIGH
4199362,2-HIGH
4199395,2-HIGH
4199396,1-URGENT
4199397,1-URGENT
4199399,2-HIGH
4199426,1-URGENT
4199427,5-LOW
4199428,1-URGENT
4199429,5-LOW
4199430,2-HIGH
4199431,2-HIGH
4199456,1-URGENT
4199457,4-NOT SPECIFIED
4199459,1-URGENT
4199460,4-NOT SPECIFIED
4199461,5-LOW
4199463,5-LOW
4199488,4-NOT SPECIFIED
4199489,1-URGENT
4199491,1-URGENT
4199493,2-HIGH
4199494,1-URGENT
4199495,1-URGENT
4199521,2-HIGH
4199522,3-MEDIUM
4199524,3-MEDIUM
4199526,1-URGENT
4199527,2-HIGH
4199552,4-NOT SPECIFIED
4199555,2-HIGH
4199556,3-MEDIUM
4199557,3-MEDIUM
4199558,5-LOW
4199559,1-URGENT
4199586,1-URGENT
4199588,2-HIGH
4199590,1-URGENT
4199618,1-URGENT
4199619,1-URGENT
4199620,1-URGENT
4199622,5-LOW
4199648,1-URGENT
4199649,1-URGENT
4199651,4-NOT SPECIFIED
4199652,5-LOW
4199680,4-NOT SPECIFIED
4199681,5-LOW
4199682,1-URGENT
4199684,5-LOW
4199685,2-HIGH
4199687,3-MEDIUM
4199713,1-URGENT
4199717,1-URGENT
4199718,5-LOW
4199719,2-HIGH
4199746,5-LOW
4199750,1-URGENT
4199776,1-URGENT
4199777,5-LOW
4199778,5-LOW
4199779,2-HIGH
4199782,3-MEDIUM
4199783,3-MEDIUM
4199808,1-URGENT
4199809,4-NOT SPECIFIED
4199810,3-MEDIUM
4199811,5-LOW
4199813,4-NOT SPECIFIED
4199815,1-URGENT
4199842,3-MEDIUM
4199847,4-NOT SPECIFIED
4199904,3-MEDIUM
4199906,3-MEDIUM
4199907,1-URGENT
4199908,5-LOW
4199910,3-MEDIUM
4199939,1-URGENT
4199942,1-URGENT
4199943,4-NOT SPECIFIED
4199968,4-NOT SPECIFIED
4199969,3-MEDIUM
4199971,1-URGENT
4199972,1-URGENT
4199973,2-HIGH
4199974,1-URGENT
4199975,2-HIGH
4200000,2-HIGH
4200001,1-URGENT
4200002,2-HIGH
4200003,1-URGENT
4200004,4-NOT SPECIFIED
4200032,1-URGENT
4200035,1-URGENT
4200036,1-URGENT
4200038,1-URGENT
4200039,5-LOW
4200064,1-URGENT
4200065,4-NOT SPECIFIED
4200068,4-NOT SPECIFIED
4200069,1-URGENT
4200070,3-MEDIUM
4200099,3-MEDIUM
4200100,1-URGENT
4200101,1-URGENT
4200103,1-URGENT
4200128,1-URGENT
4200132,2-HIGH
4200134,2-HIGH
4200160,4-NOT SPECIFIED
4200162,1-URGENT
4200163,1-URGENT
4200165,3-MEDIUM
4200166,3-MEDIUM
4200167,4-NOT SPECIFIED
4200193,3-MEDIUM
4200194,2-HIGH
4200195,1-URGENT
4200196,5-LOW
4200226,5-LOW
4200227,2-HIGH
4200230,5-LOW
4200256,5-LOW
4200258,2-HIGH
4200260,5-LOW
4200288,4-NOT SPECIFIED
4200289,1-URGENT
4200291,1-URGENT
4200293,3-MEDIUM
4200294,3-MEDIUM
4200321,1-URGENT
4200322,5-LOW
4200326,5-LOW
4200327,2-HIGH
4200354,3-MEDIUM
4200358,1-URGENT
4200385,1-URGENT
4200386,3-MEDIUM
4200387,1-URGENT
4200388,4-NOT SPECIFIED
4200390,1-URGENT
4200416,1-URGENT
4200417,1-URGENT
4200418,1-URGENT
4200420,3-MEDIUM
4200421,1-URGENT
4200448,1-URGENT
4200449,1-URGENT
4200450,1-URGENT
4200451,4-NOT SPECIFIED
4200454,1-URGENT
4200455,1-URGENT
4200480,2-HIGH
4200481,3-MEDIUM
4200482,4-NOT SPECIFIED
4200483,4-NOT SPECIFIED
4200484,4-NOT SPECIFIED
4200486,1-URGENT
4200487,1-URGENT
4200514,1-URGENT
4200515,1-URGENT
4200516,1-URGENT
4200517,2-HIGH
4200518,1-URGENT
4200519,1-URGENT
4200544,1-URGENT
4200545,2-HIGH
4200546,5-LOW
4200547,1-URGENT
4200548,1-URGENT
4200550,4-NOT SPECIFIED
4200551,4-NOT SPECIFIED
4200576,5-LOW
4200577,5-LOW
4200578,5-LOW
4200580,2-HIGH
4200583,2-HIGH
4200608,4-NOT SPECIFIED
4200610,5-LOW
4200613,2-HIGH
4200614,1-URGENT
4200615,3-MEDIUM
4200644,5-LOW
4200645,1-URGENT
4200646,1-URGENT
4200647,5-LOW
4200672,1-URGENT
4200675,4-NOT SPECIFIED
4200676,2-HIGH
4200677,1-URGENT
4200678,4-NOT SPECIFIED
4200679,4-NOT SPECIFIED
4200704,3-MEDIUM
4200705,4-NOT SPECIFIED
4200708,1-URGENT
4200709,3-MEDIUM
4200710,2-HIGH
4200711,2-HIGH
4200736,3-MEDIUM
4200737,1-URGENT
4200739,2-HIGH
4200741,3-MEDIUM
4200743,1-URGENT
4200768,1-URGENT
4200769,3-MEDIUM
4200773,2-HIGH
4200774,3-MEDIUM
4200800,1-URGENT
4200801,1-URGENT
4200803,3-MEDIUM
4200804,1-URGENT
4200805,3-MEDIUM
4200807,5-LOW
4200833,4-NOT SPECIFIED
4200834,2-HIGH
4200835,4-NOT SPECIFIED
4200836,3-MEDIUM
4200837,3-MEDIUM
4200839,1-URGENT
4200865,1-URGENT
4200866,5-LOW
4200868,4-NOT SPECIFIED
4200871,4-NOT SPECIFIED
4200899,3-MEDIUM
4200900,4-NOT SPECIFIED
4200901,1-URGENT
4200928,1-URGENT
4200933,4-NOT SPECIFIED
4200934,1-URGENT
4200935,1-URGENT
4200960,2-HIGH
4200961,3-MEDIUM
4200962,1-URGENT
4200964,5-LOW
4200965,1-URGENT
4200966,1-URGENT
4200967,4-NOT SPECIFIED
4200992,3-MEDIUM
4200995,2-HIGH
4200999,4-NOT SPECIFIED
4201025,3-MEDIUM
4201026,4-NOT SPECIFIED
4201029,2-HIGH
4201030,5-LOW
4201058,3-MEDIUM
4201059,2-HIGH
4201062,4-NOT SPECIFIED
4201063,2-HIGH
4201088,5-LOW
4201089,2-HIGH
4201093,2-HIGH
4201094,4-NOT SPECIFIED
4201095,1-URGENT
4201120,2-HIGH
4201121,2-HIGH
4201122,5-LOW
4201123,4-NOT SPECIFIED
4201124,3-MEDIUM
4201126,5-LOW
4201127,1-URGENT
4201152,1-URGENT
4201153,1-URGENT
4201154,1-URGENT
4201155,1-URGENT
4201156,3-MEDIUM
4201158,1-URGENT
4201159,3-MEDIUM
4201186,3-MEDIUM
4201187,1-URGENT
4201190,1-URGENT
4201191,1-URGENT
4201217,2-HIGH
4201218,4-NOT SPECIFIED
4201219,3-MEDIUM
4201220,1-URGENT
4201221,1-URGENT
4201223,3-MEDIUM
4201248,5-LOW
4201249,1-URGENT
4201250,1-URGENT
4201253,1-URGENT
4201254,4-NOT SPECIFIED
4201280,5-LOW
4201282,5-LOW
4201283,1-URGENT
4201284,1-URGENT
4201285,1-URGENT
4201286,3-MEDIUM
4201287,1-URGENT
4201313,1-URGENT
4201314,5-LOW
4201315,3-MEDIUM
4201317,1-URGENT
4201318,4-NOT SPECIFIED
4201319,2-HIGH
4201344,3-MEDIUM
4201345,5-LOW
4201347,3-MEDIUM
4201348,3-MEDIUM
4201376,1-URGENT
4201377,5-LOW
4201379,1-URGENT
4201380,1-URGENT
4201381,1-URGENT
4201383,3-MEDIUM
4201408,5-LOW
4201412,2-HIGH
4201414,5-LOW
4201415,5-LOW
4201442,1-URGENT
4201443,5-LOW
4201444,4-NOT SPECIFIED
4201445,3-MEDIUM
4201446,3-MEDIUM
4201447,5-LOW
4201472,5-LOW
4201474,1-URGENT
4201478,4-NOT SPECIFIED
4201479,1-URGENT
4201504,3-MEDIUM
4201505,5-LOW
4201506,1-URGENT
4201507,5-LOW
4201508,5-LOW
4201509,3-MEDIUM
4201511,1-URGENT
4201536,1-URGENT
4201537,2-HIGH
4201538,1-URGENT
4201541,4-NOT SPECIFIED
4201542,2-HIGH
4201568,1-URGENT
4201569,1-URGENT
4201571,4-NOT SPECIFIED
4201574,1-URGENT
4201575,1-URGENT
4201600,3-MEDIUM
4201601,2-HIGH
4201602,1-URGENT
4201604,2-HIGH
4201636,5-LOW
4201637,2-HIGH
4201639,5-LOW
4201664,1-URGENT
4201665,5-LOW
4201667,5-LOW
4201668,5-LOW
4201698,3-MEDIUM
4201699,4-NOT SPECIFIED
4201701,1-URGENT
4201703,3-MEDIUM
4201729,3-MEDIUM
4201732,1-URGENT
4201734,4-NOT SPECIFIED
4201735,5-LOW
4201760,2-HIGH
4201761,1-URGENT
4201762,3-MEDIUM
4201764,5-LOW
4201766,2-HIGH
4201767,1-URGENT
4201792,4-NOT SPECIFIED
4201794,3-MEDIUM
4201797,5-LOW
4201799,1-URGENT
4201824,1-URGENT
4201829,3-MEDIUM
4201831,2-HIGH
4201860,3-MEDIUM
4201861,2-HIGH
4201863,1-URGENT
4201888,2-HIGH
4201893,5-LOW
4201894,1-URGENT
4201895,2-HIGH
4201920,1-URGENT
4201921,3-MEDIUM
4201922,1-URGENT
4201925,2-HIGH
4201927,1-URGENT
4201952,1-URGENT
4201953,3-MEDIUM
4201954,1-URGENT
4201956,3-MEDIUM
4201957,2-HIGH
4201958,5-LOW
4201959,2-HIGH
4201984,3-MEDIUM
4201986,4-NOT SPECIFIED
4201989,1-URGENT
4201990,3-MEDIUM
4201991,3-MEDIUM
4202016,1-URGENT
4202017,1-URGENT
4202018,3-MEDIUM
4202019,5-LOW
4202020,4-NOT SPECIFIED
4202048,1-URGENT
4202049,2-HIGH
4202050,1-URGENT
4202052,1-URGENT
4202053,3-MEDIUM
4202054,2-HIGH
4202055,1-URGENT
4202080,2-HIGH
4202081,1-URGENT
4202082,3-MEDIUM
4202083,4-NOT SPECIFIED
4202085,1-URGENT
4202086,1-URGENT
4202087,1-URGENT
4202112,1-URGENT
4202115,2-HIGH
4202117,5-LOW
4202118,1-URGENT
4202119,1-URGENT
4202144,5-LOW
4202145,2-HIGH
4202146,1-URGENT
4202147,3-MEDIUM
4202148,3-MEDIUM
4202149,4-NOT SPECIFIED
4202177,1-URGENT
4202178,1-URGENT
4202179,5-LOW
4202180,2-HIGH
4202181,5-LOW
4202182,3-MEDIUM
4202210,5-LOW
4202211,2-HIGH
4202212,4-NOT SPECIFIED
4202213,3-MEDIUM
4202214,1-URGENT
4202240,5-LOW
4202241,4-NOT SPECIFIED
4202243,4-NOT SPECIFIED
4202244,2-HIGH
4202245,4-NOT SPECIFIED
4202246,1-URGENT
4202272,1-URGENT
4202277,5-LOW
4202278,4-NOT SPECIFIED
4202279,4-NOT SPECIFIED
4202304,4-NOT SPECIFIED
4202305,3-MEDIUM
4202306,1-URGENT
4202307,1-URGENT
4202308,3-MEDIUM
4202309,2-HIGH
4202311,4-NOT SPECIFIED
4202336,4-NOT SPECIFIED
4202337,2-HIGH
4202338,1-URGENT
4202339,4-NOT SPECIFIED
4202368,1-URGENT
4202369,3-MEDIUM
4202370,5-LOW
4202371,2-HIGH
4202373,1-URGENT
4202404,1-URGENT
4202406,2-HIGH
4202407,5-LOW
4202434,2-HIGH
4202437,5-LOW
4202465,5-LOW
4202466,1-URGENT
4202467,4-NOT SPECIFIED
4202468,3-MEDIUM
4202496,2-HIGH
4202497,2-HIGH
4202499,5-LOW
4202500,4-NOT SPECIFIED
4202501,1-URGENT
4202503,1-URGENT
4202529,2-HIGH
4202530,3-MEDIUM
4202531,5-LOW
4202534,1-URGENT
4202535,2-HIGH
4202561,3-MEDIUM
4202562,3-MEDIUM
4202563,1-URGENT
4202564,5-LOW
4202565,2-HIGH
4202566,1-URGENT
4202567,3-MEDIUM
4202592,2-HIGH
4202593,2-HIGH
4202594,1-URGENT
4202596,1-URGENT
4202598,1-URGENT
4202599,3-MEDIUM
4202625,1-URGENT
4202627,1-URGENT
4202628,5-LOW
4202630,5-LOW
4202631,1-URGENT
4202656,3-MEDIUM
4202657,4-NOT SPECIFIED
4202660,3-MEDIUM
4202663,1-URGENT
4202688,1-URGENT
4202689,4-NOT SPECIFIED
4202695,1-URGENT
4202720,1-URGENT
4202721,1-URGENT
4202722,5-LOW
4202723,2-HIGH
4202724,2-HIGH
4202727,5-LOW
4202752,3-MEDIUM
4202754,3-MEDIUM
4202757,1-URGENT
4202759,4-NOT SPECIFIED
4202785,4-NOT SPECIFIED
4202786,3-MEDIUM
4202787,2-HIGH
4202788,1-URGENT
4202790,3-MEDIUM
4202791,2-HIGH
4202816,5-LOW
4202817,2-HIGH
4202818,1-URGENT
4202822,4-NOT SPECIFIED
4202850,5-LOW
4202852,3-MEDIUM
4202853,1-URGENT
4202854,4-NOT SPECIFIED
4202855,2-HIGH
4202880,3-MEDIUM
4202881,1-URGENT
4202883,2-HIGH
4202885,4-NOT SPECIFIED
4202913,5-LOW
4202914,4-NOT SPECIFIED
4202915,4-NOT SPECIFIED
4202916,1-URGENT
4202918,3-MEDIUM
4202919,5-LOW
4202944,1-URGENT
4202945,1-URGENT
4202946,1-URGENT
4202951,2-HIGH
4202977,5-LOW
4202978,1-URGENT
4202979,4-NOT SPECIFIED
4202981,4-NOT SPECIFIED
4202982,3-MEDIUM
4202983,5-LOW
4203008,1-URGENT
4203010,4-NOT SPECIFIED
4203014,1-URGENT
4203015,3-MEDIUM
4203040,2-HIGH
4203041,1-URGENT
4203042,2-HIGH
4203043,1-URGENT
4203045,3-MEDIUM
4203046,5-LOW
4203074,1-URGENT
4203075,1-URGENT
4203078,1-URGENT
4203079,1-URGENT
4203105,5-LOW
4203106,4-NOT SPECIFIED
4203107,3-MEDIUM
4203110,4-NOT SPECIFIED
4203137,3-MEDIUM
4203140,3-MEDIUM
4203142,2-HIGH
4203143,1-URGENT
4203172,1-URGENT
4203173,5-LOW
4203174,1-URGENT
4203175,1-URGENT
4203201,1-URGENT
4203203,4-NOT SPECIFIED
4203204,1-URGENT
4203207,1-URGENT
4203232,2-HIGH
4203233,5-LOW
4203234,2-HIGH
4203235,4-NOT SPECIFIED
4203236,4-NOT SPECIFIED
4203237,5-LOW
4203238,1-URGENT
4203267,2-HIGH
4203268,1-URGENT
4203270,4-NOT SPECIFIED
4203296,2-HIGH
4203297,1-URGENT
4203298,1-URGENT
4203302,4-NOT SPECIFIED
4203303,1-URGENT
4203329,3-MEDIUM
4203330,2-HIGH
4203332,5-LOW
4203334,5-LOW
4203361,5-LOW
4203362,3-MEDIUM
4203363,4-NOT SPECIFIED
4203364,5-LOW
4203366,5-LOW
4203392,4-NOT SPECIFIED
4203393,3-MEDIUM
4203394,5-LOW
4203395,3-MEDIUM
4203398,4-NOT SPECIFIED
4203399,1-URGENT
4203424,5-LOW
4203425,1-URGENT
4203426,3-MEDIUM
4203427,1-URGENT
4203429,2-HIGH
4203459,3-MEDIUM
4203461,4-NOT SPECIFIED
4203462,1-URGENT
4203488,1-URGENT
4203491,4-NOT SPECIFIED
4203493,1-URGENT
4203494,4-NOT SPECIFIED
4203495,3-MEDIUM
4203521,3-MEDIUM
4203524,2-HIGH
4203527,1-URGENT
4203552,1-URGENT
4203554,2-HIGH
4203555,4-NOT SPECIFIED
4203557,3-MEDIUM
4203558,1-URGENT
4203585,1-URGENT
4203586,2-HIGH
4203587,2-HIGH
4203591,4-NOT SPECIFIED
4203617,1-URGENT
4203619,1-URGENT
4203623,5-LOW
4203648,3-MEDIUM
4203649,1-URGENT
4203651,5-LOW
4203653,2-HIGH
4203655,1-URGENT
4203680,3-MEDIUM
4203682,1-URGENT
4203683,5-LOW
4203684,1-URGENT
4203685,1-URGENT
4203686,1-URGENT
4203687,1-URGENT
4203716,1-URGENT
4203744,3-MEDIUM
4203745,5-LOW
4203746,1-URGENT
4203747,4-NOT SPECIFIED
4203748,1-URGENT
4203749,3-MEDIUM
4203750,1-URGENT
4203751,1-URGENT
4203778,2-HIGH
4203779,4-NOT SPECIFIED
4203782,1-URGENT
4203783,2-HIGH
4203808,1-URGENT
4203809,1-URGENT
4203810,5-LOW
4203812,1-URGENT
4203813,2-HIGH
4203840,1-URGENT
4203842,2-HIGH
4203844,1-URGENT
4203846,3-MEDIUM
4203873,5-LOW
4203875,1-URGENT
4203876,5-LOW
4203878,4-NOT SPECIFIED
4203904,1-URGENT
4203905,5-LOW
4203906,4-NOT SPECIFIED
4203907,4-NOT SPECIFIED
4203911,1-URGENT
4203936,4-NOT SPECIFIED
4203937,1-URGENT
4203939,4-NOT SPECIFIED
4203941,4-NOT SPECIFIED
4203968,4-NOT SPECIFIED
4203969,5-LOW
4203970,5-LOW
4203972,1-URGENT
4203973,4-NOT SPECIFIED
4203974,2-HIGH
4203975,4-NOT SPECIFIED
4204000,2-HIGH
4204002,1-URGENT
4204003,3-MEDIUM
4204005,3-MEDIUM
4204033,1-URGENT
4204034,1-URGENT
4204038,3-MEDIUM
4204039,3-MEDIUM
4204064,4-NOT SPECIFIED
4204067,4-NOT SPECIFIED
4204068,5-LOW
4204069,2-HIGH
4204070,5-LOW
4204071,4-NOT SPECIFIED
4204096,4-NOT SPECIFIED
4204097,1-URGENT
4204098,5-LOW
4204100,1-URGENT
4204101,3-MEDIUM
4204102,1-URGENT
4204128,3-MEDIUM
4204131,3-MEDIUM
4204163,1-URGENT
4204164,3-MEDIUM
4204165,1-URGENT
4204166,5-LOW
4204167,4-NOT SPECIFIED
4204192,3-MEDIUM
4204193,4-NOT SPECIFIED
4204194,2-HIGH
4204195,3-MEDIUM
4204196,1-URGENT
4204197,2-HIGH
4204198,5-LOW
4204199,5-LOW
4204225,1-URGENT
4204226,5-LOW
4204228,2-HIGH
4204231,4-NOT SPECIFIED
4204256,1-URGENT
4204258,5-LOW
4204259,5-LOW
4204260,5-LOW
4204261,3-MEDIUM
4204262,5-LOW
4204288,4-NOT SPECIFIED
4204291,2-HIGH
4204293,5-LOW
4204294,1-URGENT
4204295,4-NOT SPECIFIED
4204320,3-MEDIUM
4204322,1-URGENT
4204323,4-NOT SPECIFIED
4204325,1-URGENT
4204326,4-NOT SPECIFIED
4204327,1-URGENT
4204352,1-URGENT
4204354,3-MEDIUM
4204355,1-URGENT
4204356,2-HIGH
4204357,2-HIGH
4204359,1-URGENT
4204384,4-NOT SPECIFIED
4204385,3-MEDIUM
4204390,3-MEDIUM
4204391,4-NOT SPECIFIED
4204417,1-URGENT
4204419,2-HIGH
4204448,3-MEDIUM
4204449,5-LOW
4204452,4-NOT SPECIFIED
4204481,5-LOW
4204483,1-URGENT
4204512,1-URGENT
4204513,2-HIGH
4204514,5-LOW
4204515,2-HIGH
4204517,4-NOT SPECIFIED
4204519,1-URGENT
4204544,1-URGENT
4204545,4-NOT SPECIFIED
4204546,5-LOW
4204547,3-MEDIUM
4204548,1-URGENT
4204578,1-URGENT
4204580,3-MEDIUM
4204582,1-URGENT
4204583,3-MEDIUM
4204608,3-MEDIUM
4204609,4-NOT SPECIFIED
4204611,2-HIGH
4204612,5-LOW
4204615,2-HIGH
4204640,1-URGENT
4204641,3-MEDIUM
4204646,3-MEDIUM
4204672,1-URGENT
4204673,1-URGENT
4204674,1-URGENT
4204675,4-NOT SPECIFIED
4204676,1-URGENT
4204678,3-MEDIUM
4204679,1-URGENT
4204704,2-HIGH
4204705,4-NOT SPECIFIED
4204707,2-HIGH
4204709,1-URGENT
4204710,4-NOT SPECIFIED
4204711,5-LOW
4204737,2-HIGH
4204738,4-NOT SPECIFIED
4204740,2-HIGH
4204741,2-HIGH
4204742,3-MEDIUM
4204772,1-URGENT
4204774,5-LOW
4204775,2-HIGH
4204800,1-URGENT
4204801,5-LOW
4204802,4-NOT SPECIFIED
4204804,5-LOW
4204805,1-URGENT
4204806,5-LOW
4204807,1-URGENT
4204833,3-MEDIUM
4204835,3-MEDIUM
4204836,3-MEDIUM
4204837,1-URGENT
4204838,3-MEDIUM
4204864,4-NOT SPECIFIED
4204865,1-URGENT
4204866,4-NOT SPECIFIED
4204867,3-MEDIUM
4204870,1-URGENT
4204871,1-URGENT
4204899,1-URGENT
4204901,1-URGENT
4204903,2-HIGH
4204928,5-LOW
4204931,2-HIGH
4204933,5-LOW
4204934,4-NOT SPECIFIED
4204962,1-URGENT
4204963,4-NOT SPECIFIED
4204966,1-URGENT
4204992,1-URGENT
4204993,1-URGENT
4204995,5-LOW
4204996,5-LOW
4204997,5-LOW
4204999,1-URGENT
4205026,4-NOT SPECIFIED
4205027,1-URGENT
4205028,1-URGENT
4205030,3-MEDIUM
4205056,5-LOW
4205057,2-HIGH
4205060,1-URGENT
4205061,1-URGENT
4205062,4-NOT SPECIFIED
4205063,3-MEDIUM
4205089,2-HIGH
4205090,4-NOT SPECIFIED
4205091,2-HIGH
4205092,3-MEDIUM
4205093,3-MEDIUM
4205094,1-URGENT
4205095,3-MEDIUM
4205120,4-NOT SPECIFIED
4205121,1-URGENT
4205122,2-HIGH
4205124,5-LOW
4205126,3-MEDIUM
4205153,4-NOT SPECIFIED
4205154,2-HIGH
4205155,1-URGENT
4205156,1-URGENT
4205158,5-LOW
4205159,2-HIGH
4205184,4-NOT SPECIFIED
4205185,5-LOW
4205186,1-URGENT
4205188,3-MEDIUM
4205189,4-NOT SPECIFIED
4205191,4-NOT SPECIFIED
4205216,3-MEDIUM
4205217,1-URGENT
4205219,3-MEDIUM
4205221,1-URGENT
4205222,1-URGENT
4205223,2-HIGH
4205248,1-URGENT
4205249,1-URGENT
4205253,1-URGENT
4205254,1-URGENT
4205280,3-MEDIUM
4205281,2-HIGH
4205282,5-LOW
4205284,2-HIGH
4205286,1-URGENT
4205287,1-URGENT
4205314,2-HIGH
4205316,5-LOW
4205318,5-LOW
4205319,4-NOT SPECIFIED
4205344,1-URGENT
4205346,5-LOW
4205347,1-URGENT
4205348,5-LOW
4205349,2-HIGH
4205350,1-URGENT
4205351,3-MEDIUM
4205376,1-URGENT
4205378,2-HIGH
